Timestamp,Lot_ID,Wafer_ID,X_Die,Y_Die,BIN_Code,Defect_Type,Equipment,RF_Power(W),FDC_Temp,FDC_Pressure,Target_CD,Actual_CD
2026-05-31 23:02:43.347,LOT_01,Wafer_002,-6,-17,BIN01,No_Defect,Etch_Chamber_A,503.8,41.25,9.91,50.0,49.84
2026-05-31 23:02:43.441,LOT_01,Wafer_002,-6,-16,BIN01,No_Defect,Etch_Chamber_A,502.1,39.84,10.11,50.0,50.35
2026-05-31 23:02:43.500,LOT_01,Wafer_002,-6,-15,BIN01,No_Defect,Etch_Chamber_A,502.1,40.43,10.0,50.0,50.58
2026-05-31 23:02:43.612,LOT_01,Wafer_002,-6,-14,BIN01,No_Defect,Etch_Chamber_A,500.1,40.17,9.95,50.0,50.68
2026-05-31 23:02:43.709,LOT_01,Wafer_002,-6,-13,BIN01,No_Defect,Etch_Chamber_A,499.0,39.88,10.04,50.0,49.39
2026-05-31 23:02:43.818,LOT_01,Wafer_002,-6,-12,BIN01,No_Defect,Photo_Track_A,501.3,39.46,10.35,50.0,50.02
2026-05-31 23:02:43.944,LOT_01,Wafer_002,-6,-11,BIN01,No_Defect,Photo_Track_A,502.6,39.87,9.9,50.0,49.65
2026-05-31 23:02:44.003,LOT_01,Wafer_002,-6,-10,BIN01,No_Defect,Photo_Track_A,498.3,39.45,9.72,50.0,49.49
2026-05-31 23:02:44.109,LOT_01,Wafer_002,-6,-9,BIN01,No_Defect,Etch_Chamber_A,499.4,40.17,10.13,50.0,49.18
2026-05-31 23:02:44.202,LOT_01,Wafer_002,-6,-8,BIN01,No_Defect,Etch_Chamber_A,501.0,39.55,9.96,50.0,50.64
2026-05-31 23:02:44.346,LOT_01,Wafer_002,-6,-7,BIN01,No_Defect,Photo_Track_A,499.4,39.22,10.03,50.0,49.47
2026-05-31 23:02:44.406,LOT_01,Wafer_002,-6,-6,BIN01,No_Defect,Etch_Chamber_A,502.6,39.01,10.26,50.0,49.75
2026-05-31 23:02:44.535,LOT_01,Wafer_002,-6,-5,BIN01,No_Defect,Photo_Track_A,495.3,40.46,10.04,50.0,50.01
2026-05-31 23:02:44.619,LOT_01,Wafer_002,-6,-4,BIN01,No_Defect,Etch_Chamber_A,500.5,39.12,9.92,50.0,49.77
2026-05-31 23:02:44.732,LOT_01,Wafer_002,-6,-3,BIN01,No_Defect,Photo_Track_A,498.5,40.27,10.03,50.0,49.81
2026-05-31 23:02:44.822,LOT_01,Wafer_002,-6,-2,BIN01,No_Defect,Etch_Chamber_A,501.1,39.75,10.1,50.0,49.3
2026-05-31 23:02:44.904,LOT_01,Wafer_002,-6,-1,BIN01,No_Defect,Etch_Chamber_A,496.8,40.09,9.88,50.0,50.38
2026-05-31 23:02:45.003,LOT_01,Wafer_002,-6,0,BIN01,No_Defect,Photo_Track_A,500.9,40.34,9.9,50.0,49.94
2026-05-31 23:02:45.115,LOT_01,Wafer_002,-6,1,BIN01,No_Defect,Etch_Chamber_A,500.7,39.9,9.85,50.0,51.5
2026-05-31 23:02:45.204,LOT_01,Wafer_002,-6,2,BIN01,No_Defect,Photo_Track_A,498.2,39.38,10.14,50.0,50.52
2026-05-31 23:02:45.330,LOT_01,Wafer_002,-6,3,BIN01,No_Defect,Etch_Chamber_A,497.9,39.78,10.21,50.0,50.21
2026-05-31 23:02:45.401,LOT_01,Wafer_002,-6,4,BIN01,No_Defect,Etch_Chamber_A,502.9,40.3,10.21,50.0,50.11
2026-05-31 23:02:45.517,LOT_01,Wafer_002,-6,5,BIN01,No_Defect,Etch_Chamber_A,502.3,39.63,9.5,50.0,49.83
2026-05-31 23:02:45.631,LOT_01,Wafer_002,-6,6,BIN01,No_Defect,Photo_Track_A,498.0,40.67,9.94,50.0,49.49
2026-05-31 23:02:45.720,LOT_01,Wafer_002,-6,7,BIN01,No_Defect,Etch_Chamber_A,497.0,39.99,9.8,50.0,50.44
2026-05-31 23:02:45.815,LOT_01,Wafer_002,-6,8,BIN01,No_Defect,Etch_Chamber_A,498.8,38.71,9.89,50.0,50.41
2026-05-31 23:02:45.923,LOT_01,Wafer_002,-6,9,BIN01,No_Defect,Etch_Chamber_A,499.3,39.38,9.89,50.0,50.88
2026-05-31 23:02:46.017,LOT_01,Wafer_002,-6,10,BIN01,No_Defect,Photo_Track_A,499.7,40.53,10.05,50.0,50.0
2026-05-31 23:02:46.141,LOT_01,Wafer_002,-6,11,BIN01,No_Defect,Photo_Track_A,502.5,39.44,9.77,50.0,49.32
2026-05-31 23:02:46.203,LOT_01,Wafer_002,-6,12,BIN01,No_Defect,Photo_Track_A,497.3,39.36,9.84,50.0,50.12
2026-05-31 23:02:46.324,LOT_01,Wafer_002,-6,13,BIN01,No_Defect,Photo_Track_A,501.0,39.86,10.21,50.0,51.07
2026-05-31 23:02:46.423,LOT_01,Wafer_002,-6,14,BIN01,No_Defect,Etch_Chamber_A,497.7,40.73,9.87,50.0,49.75
2026-05-31 23:02:46.515,LOT_01,Wafer_002,-6,15,BIN01,No_Defect,Etch_Chamber_A,501.1,39.46,10.11,50.0,49.92
2026-05-31 23:02:46.629,LOT_01,Wafer_002,-6,16,BIN01,No_Defect,Etch_Chamber_A,501.7,40.58,9.79,50.0,49.52
2026-05-31 23:02:46.745,LOT_01,Wafer_002,-6,17,BIN01,No_Defect,Etch_Chamber_A,502.3,39.32,9.8,50.0,50.76
2026-05-31 23:02:46.801,LOT_01,Wafer_002,-6,18,BIN01,No_Defect,Photo_Track_A,501.0,40.18,9.76,50.0,50.39
2026-05-31 23:02:46.908,LOT_01,Wafer_002,-6,19,BIN01,No_Defect,Photo_Track_A,497.8,40.21,9.68,50.0,50.06
2026-05-31 23:02:47.018,LOT_01,Wafer_002,-5,-19,BIN01,No_Defect,Photo_Track_A,499.6,40.12,9.7,50.0,49.81
2026-05-31 23:02:47.137,LOT_01,Wafer_002,-5,-18,BIN01,No_Defect,Photo_Track_A,500.4,40.28,9.93,50.0,50.33
2026-05-31 23:02:47.247,LOT_01,Wafer_002,-5,-17,BIN01,No_Defect,Etch_Chamber_A,500.4,40.07,9.92,50.0,49.76
2026-05-31 23:02:47.310,LOT_01,Wafer_002,-5,-16,BIN01,No_Defect,Etch_Chamber_A,503.2,39.95,9.76,50.0,49.65
2026-05-31 23:02:47.416,LOT_01,Wafer_002,-5,-15,BIN01,No_Defect,Etch_Chamber_A,498.5,40.39,9.72,50.0,50.03
2026-05-31 23:02:47.530,LOT_01,Wafer_002,-5,-14,BIN01,No_Defect,Etch_Chamber_A,498.2,40.24,10.04,50.0,50.85
2026-05-31 23:02:47.626,LOT_01,Wafer_002,-5,-13,BIN01,No_Defect,Etch_Chamber_A,501.0,40.78,9.99,50.0,49.63
2026-05-31 23:02:47.724,LOT_01,Wafer_002,-5,-12,BIN01,No_Defect,Etch_Chamber_A,501.3,40.55,10.11,50.0,50.09
2026-05-31 23:02:47.816,LOT_01,Wafer_002,-5,-11,BIN01,No_Defect,Etch_Chamber_A,501.9,39.85,9.91,50.0,49.42
2026-05-31 23:02:47.927,LOT_01,Wafer_002,-5,-10,BIN01,No_Defect,Photo_Track_A,496.6,40.06,9.58,50.0,50.14
2026-05-31 23:02:48.033,LOT_01,Wafer_002,-5,-9,BIN01,No_Defect,Photo_Track_A,503.3,39.97,10.1,50.0,50.19
2026-05-31 23:02:48.147,LOT_01,Wafer_002,-5,-8,BIN01,No_Defect,Photo_Track_A,498.5,40.74,9.7,50.0,50.91
2026-05-31 23:02:48.203,LOT_01,Wafer_002,-5,-7,BIN01,No_Defect,Etch_Chamber_A,502.2,40.12,9.93,50.0,50.52
2026-05-31 23:02:48.318,LOT_01,Wafer_002,-5,-6,BIN01,No_Defect,Etch_Chamber_A,502.3,39.82,9.59,50.0,49.37
2026-05-31 23:02:48.423,LOT_01,Wafer_002,-5,-5,BIN01,No_Defect,Etch_Chamber_A,498.3,40.12,9.98,50.0,48.98
2026-05-31 23:02:48.528,LOT_01,Wafer_002,-5,-4,BIN01,No_Defect,Etch_Chamber_A,497.6,40.49,9.74,50.0,50.35
2026-05-31 23:02:48.632,LOT_01,Wafer_002,-5,-3,BIN01,No_Defect,Photo_Track_A,499.2,39.39,9.94,50.0,50.74
2026-05-31 23:02:48.703,LOT_01,Wafer_002,-5,-2,BIN01,No_Defect,Photo_Track_A,498.9,40.8,9.92,50.0,49.27
2026-05-31 23:02:48.832,LOT_01,Wafer_002,-5,-1,BIN01,No_Defect,Photo_Track_A,501.5,40.15,10.16,50.0,50.16
2026-05-31 23:02:48.931,LOT_01,Wafer_002,-5,0,BIN01,No_Defect,Photo_Track_A,502.4,39.63,10.19,50.0,49.3
2026-05-31 23:02:49.018,LOT_01,Wafer_002,-5,1,BIN01,No_Defect,Etch_Chamber_A,497.6,39.19,9.93,50.0,50.85
2026-05-31 23:02:49.140,LOT_01,Wafer_002,-5,2,BIN01,No_Defect,Etch_Chamber_A,501.8,39.82,10.41,50.0,49.77
2026-05-31 23:02:49.204,LOT_01,Wafer_002,-5,3,BIN01,No_Defect,Photo_Track_A,496.9,40.25,9.86,50.0,49.77
2026-05-31 23:02:49.334,LOT_01,Wafer_002,-5,4,BIN01,No_Defect,Photo_Track_A,498.4,40.63,10.24,50.0,49.31
2026-05-31 23:02:49.415,LOT_01,Wafer_002,-5,5,BIN01,No_Defect,Etch_Chamber_A,497.1,38.9,10.0,50.0,50.25
2026-05-31 23:02:49.535,LOT_01,Wafer_002,-5,6,BIN01,No_Defect,Photo_Track_A,500.7,40.1,10.02,50.0,50.09
2026-05-31 23:02:49.608,LOT_01,Wafer_002,-5,7,BIN01,No_Defect,Photo_Track_A,499.0,39.51,9.81,50.0,49.42
2026-05-31 23:02:49.733,LOT_01,Wafer_002,-5,8,BIN01,No_Defect,Etch_Chamber_A,500.5,40.19,10.27,50.0,49.61
2026-05-31 23:02:49.830,LOT_01,Wafer_002,-5,9,BIN01,No_Defect,Photo_Track_A,498.9,40.35,10.1,50.0,49.89
2026-05-31 23:02:49.902,LOT_01,Wafer_002,-5,10,BIN01,No_Defect,Etch_Chamber_A,499.7,40.37,9.9,50.0,48.77
2026-05-31 23:02:50.015,LOT_01,Wafer_002,-5,11,BIN01,No_Defect,Etch_Chamber_A,500.0,40.58,10.09,50.0,49.89
2026-05-31 23:02:50.132,LOT_01,Wafer_002,-5,12,BIN01,No_Defect,Photo_Track_A,500.9,39.96,9.94,50.0,49.56
2026-05-31 23:02:50.221,LOT_01,Wafer_002,-5,13,BIN01,No_Defect,Photo_Track_A,501.4,39.74,10.17,50.0,49.93
2026-05-31 23:02:50.345,LOT_01,Wafer_002,-5,14,BIN01,No_Defect,Photo_Track_A,499.7,40.71,9.89,50.0,50.48
2026-05-31 23:02:50.404,LOT_01,Wafer_002,-5,15,BIN01,No_Defect,Photo_Track_A,502.0,39.37,10.33,50.0,49.23
2026-05-31 23:02:50.513,LOT_01,Wafer_002,-5,16,BIN01,No_Defect,Photo_Track_A,502.1,40.02,9.73,50.0,50.05
2026-05-31 23:02:50.644,LOT_01,Wafer_002,-5,17,BIN01,No_Defect,Photo_Track_A,496.5,40.0,9.92,50.0,50.6
2026-05-31 23:02:50.704,LOT_01,Wafer_002,-5,18,BIN01,No_Defect,Photo_Track_A,497.4,39.93,10.31,50.0,49.17
2026-05-31 23:02:50.835,LOT_01,Wafer_002,-5,19,BIN01,No_Defect,Photo_Track_A,502.2,40.08,10.18,50.0,49.74
2026-05-31 23:02:50.919,LOT_01,Wafer_002,-4,-19,BIN01,No_Defect,Etch_Chamber_A,497.8,39.53,9.78,50.0,51.23
2026-05-31 23:02:51.003,LOT_01,Wafer_002,-4,-18,BIN01,No_Defect,Photo_Track_A,501.7,39.68,9.79,50.0,50.19
2026-05-31 23:02:51.126,LOT_01,Wafer_002,-4,-17,BIN01,No_Defect,Photo_Track_A,497.9,40.07,9.83,50.0,49.41
2026-05-31 23:02:51.248,LOT_01,Wafer_002,-4,-16,BIN01,No_Defect,Photo_Track_A,500.6,40.22,9.84,50.0,50.49
2026-05-31 23:02:51.338,LOT_01,Wafer_002,-4,-15,BIN01,No_Defect,Etch_Chamber_A,503.5,39.92,10.09,50.0,49.7
2026-05-31 23:02:51.426,LOT_01,Wafer_002,-4,-14,BIN01,No_Defect,Photo_Track_A,499.1,39.24,9.97,50.0,50.38
2026-05-31 23:02:51.525,LOT_01,Wafer_002,-4,-13,BIN01,No_Defect,Photo_Track_A,499.3,40.19,9.83,50.0,49.15
2026-05-31 23:02:51.641,LOT_01,Wafer_002,-4,-12,BIN01,No_Defect,Etch_Chamber_A,498.0,40.43,10.27,50.0,49.37
2026-05-31 23:02:51.734,LOT_01,Wafer_002,-4,-11,BIN01,No_Defect,Etch_Chamber_A,500.0,39.82,10.04,50.0,49.41
2026-05-31 23:02:51.811,LOT_01,Wafer_002,-4,-10,BIN01,No_Defect,Etch_Chamber_A,501.7,40.09,9.96,50.0,50.74
2026-05-31 23:02:51.929,LOT_01,Wafer_002,-4,-9,BIN01,No_Defect,Photo_Track_A,497.1,40.07,10.11,50.0,50.26
2026-05-31 23:02:52.025,LOT_01,Wafer_002,-4,-8,BIN01,No_Defect,Photo_Track_A,500.9,40.46,10.28,50.0,49.66
2026-05-31 23:02:52.114,LOT_01,Wafer_002,-4,-7,BIN01,No_Defect,Etch_Chamber_A,500.7,39.9,10.04,50.0,50.34
2026-05-31 23:02:52.236,LOT_01,Wafer_002,-4,-6,BIN01,No_Defect,Etch_Chamber_A,503.0,39.39,9.97,50.0,50.34
2026-05-31 23:02:52.347,LOT_01,Wafer_002,-4,-5,BIN01,No_Defect,Etch_Chamber_A,499.3,39.8,9.78,50.0,50.54
2026-05-31 23:02:52.443,LOT_01,Wafer_002,-4,-4,BIN01,No_Defect,Photo_Track_A,503.1,40.59,9.96,50.0,50.4
2026-05-31 23:02:52.528,LOT_01,Wafer_002,-4,-3,BIN01,No_Defect,Etch_Chamber_A,499.3,40.33,9.69,50.0,50.18
2026-05-31 23:02:52.637,LOT_01,Wafer_002,-4,-2,BIN01,No_Defect,Photo_Track_A,500.2,39.95,9.93,50.0,49.49
2026-05-31 23:02:52.729,LOT_01,Wafer_002,-4,-1,BIN01,No_Defect,Photo_Track_A,501.6,40.37,9.87,50.0,49.92
2026-05-31 23:02:52.827,LOT_01,Wafer_002,-4,0,BIN01,No_Defect,Etch_Chamber_A,499.4,40.18,10.13,50.0,50.58
2026-05-31 23:02:52.903,LOT_01,Wafer_002,-4,1,BIN01,No_Defect,Etch_Chamber_A,499.7,40.8,10.18,50.0,48.91
2026-05-31 23:02:53.027,LOT_01,Wafer_002,-4,2,BIN01,No_Defect,Etch_Chamber_A,502.5,40.17,9.99,50.0,49.06
2026-05-31 23:02:53.136,LOT_01,Wafer_002,-4,3,BIN01,No_Defect,Photo_Track_A,501.7,40.65,10.1,50.0,49.53
2026-05-31 23:02:53.227,LOT_01,Wafer_002,-4,4,BIN01,No_Defect,Etch_Chamber_A,499.9,40.5,9.97,50.0,50.26
2026-05-31 23:02:53.330,LOT_01,Wafer_002,-4,5,BIN01,No_Defect,Photo_Track_A,500.7,40.15,10.23,50.0,49.22
2026-05-31 23:02:53.406,LOT_01,Wafer_002,-4,6,BIN01,No_Defect,Etch_Chamber_A,498.8,40.48,9.87,50.0,50.16
2026-05-31 23:02:53.505,LOT_01,Wafer_002,-4,7,BIN01,No_Defect,Photo_Track_A,503.7,40.67,9.87,50.0,50.17
2026-05-31 23:02:53.623,LOT_01,Wafer_002,-4,8,BIN01,No_Defect,Etch_Chamber_A,500.3,40.92,9.9,50.0,49.55
2026-05-31 23:02:53.701,LOT_01,Wafer_002,-4,9,BIN01,No_Defect,Photo_Track_A,501.0,39.99,9.95,50.0,49.29
2026-05-31 23:02:53.842,LOT_01,Wafer_002,-4,10,BIN01,No_Defect,Etch_Chamber_A,499.6,40.05,10.07,50.0,50.58
2026-05-31 23:02:53.901,LOT_01,Wafer_002,-4,11,BIN01,No_Defect,Etch_Chamber_A,497.0,39.65,10.19,50.0,50.15
2026-05-31 23:02:54.002,LOT_01,Wafer_002,-4,12,BIN01,No_Defect,Etch_Chamber_A,503.0,40.89,10.09,50.0,49.71
2026-05-31 23:02:54.137,LOT_01,Wafer_002,-4,13,BIN01,No_Defect,Etch_Chamber_A,499.9,40.21,9.77,50.0,49.8
2026-05-31 23:02:54.215,LOT_01,Wafer_002,-4,14,BIN01,No_Defect,Etch_Chamber_A,505.1,39.37,9.87,50.0,49.25
2026-05-31 23:02:54.328,LOT_01,Wafer_002,-4,15,BIN01,No_Defect,Photo_Track_A,502.5,40.11,9.86,50.0,49.29
2026-05-31 23:02:54.401,LOT_01,Wafer_002,-4,16,BIN01,No_Defect,Photo_Track_A,499.4,40.4,9.74,50.0,50.66
2026-05-31 23:02:54.514,LOT_01,Wafer_002,-4,17,BIN01,No_Defect,Etch_Chamber_A,503.0,39.55,10.11,50.0,50.43
2026-05-31 23:02:54.627,LOT_01,Wafer_002,-4,18,BIN01,No_Defect,Etch_Chamber_A,499.5,39.9,9.81,50.0,49.92
2026-05-31 23:02:54.710,LOT_01,Wafer_002,-4,19,BIN01,No_Defect,Etch_Chamber_A,502.9,39.15,9.79,50.0,49.68
2026-05-31 23:02:54.832,LOT_01,Wafer_002,-3,-19,BIN01,No_Defect,Photo_Track_A,500.6,39.81,10.06,50.0,49.95
2026-05-31 23:02:54.937,LOT_01,Wafer_002,-3,-18,BIN01,No_Defect,Etch_Chamber_A,497.7,40.35,9.93,50.0,50.77
2026-05-31 23:02:55.017,LOT_01,Wafer_002,-3,-17,BIN01,No_Defect,Etch_Chamber_A,499.6,40.45,9.25,50.0,50.36
2026-05-31 23:02:55.114,LOT_01,Wafer_002,-3,-16,BIN01,No_Defect,Etch_Chamber_A,500.9,39.29,10.29,50.0,49.55
2026-05-31 23:02:55.233,LOT_01,Wafer_002,-3,-15,BIN01,No_Defect,Etch_Chamber_A,501.3,40.03,10.37,50.0,50.54
2026-05-31 23:02:55.333,LOT_01,Wafer_002,-3,-14,BIN01,No_Defect,Etch_Chamber_A,502.1,40.92,10.11,50.0,49.81
2026-05-31 23:02:55.410,LOT_01,Wafer_002,-3,-13,BIN01,No_Defect,Etch_Chamber_A,498.8,40.82,10.06,50.0,48.8
2026-05-31 23:02:55.509,LOT_01,Wafer_002,-3,-12,BIN01,No_Defect,Etch_Chamber_A,500.7,38.6,9.79,50.0,48.37
2026-05-31 23:02:55.648,LOT_01,Wafer_002,-3,-11,BIN01,No_Defect,Etch_Chamber_A,501.6,40.1,10.21,50.0,50.29
2026-05-31 23:02:55.735,LOT_01,Wafer_002,-3,-10,BIN01,No_Defect,Etch_Chamber_A,500.5,40.61,10.4,50.0,50.16
2026-05-31 23:02:55.812,LOT_01,Wafer_002,-3,-9,BIN01,No_Defect,Photo_Track_A,502.1,39.38,9.75,50.0,48.97
2026-05-31 23:02:55.933,LOT_01,Wafer_002,-3,-8,BIN01,No_Defect,Photo_Track_A,498.3,39.59,10.19,50.0,49.93
2026-05-31 23:02:56.011,LOT_01,Wafer_002,-3,-7,BIN01,No_Defect,Photo_Track_A,499.9,40.05,10.12,50.0,48.83
2026-05-31 23:02:56.141,LOT_01,Wafer_002,-3,-6,BIN01,No_Defect,Etch_Chamber_A,502.8,40.16,10.11,50.0,50.71
2026-05-31 23:02:56.230,LOT_01,Wafer_002,-3,-5,BIN01,No_Defect,Photo_Track_A,501.1,40.04,10.22,50.0,50.02
2026-05-31 23:02:56.315,LOT_01,Wafer_002,-3,-4,BIN01,No_Defect,Photo_Track_A,500.1,40.35,9.92,50.0,50.86
2026-05-31 23:02:56.420,LOT_01,Wafer_002,-3,-3,BIN01,No_Defect,Photo_Track_A,499.2,40.14,9.97,50.0,49.53
2026-05-31 23:02:56.547,LOT_01,Wafer_002,-3,-2,BIN01,No_Defect,Photo_Track_A,497.9,40.63,9.89,50.0,49.73
2026-05-31 23:02:56.628,LOT_01,Wafer_002,-3,-1,BIN01,No_Defect,Photo_Track_A,500.9,40.1,10.04,50.0,50.3
2026-05-31 23:02:56.727,LOT_01,Wafer_002,-3,0,BIN01,No_Defect,Etch_Chamber_A,500.3,39.67,10.21,50.0,49.33
2026-05-31 23:02:56.812,LOT_01,Wafer_002,-3,1,BIN01,No_Defect,Etch_Chamber_A,497.4,40.23,10.26,50.0,51.39
2026-05-31 23:02:56.918,LOT_01,Wafer_002,-3,2,BIN01,No_Defect,Photo_Track_A,501.2,39.53,9.64,50.0,50.21
2026-05-31 23:02:57.043,LOT_01,Wafer_002,-3,3,BIN01,No_Defect,Photo_Track_A,501.2,40.22,10.16,50.0,50.29
2026-05-31 23:02:57.127,LOT_01,Wafer_002,-3,4,BIN01,No_Defect,Etch_Chamber_A,498.1,39.87,10.25,50.0,50.56
2026-05-31 23:02:57.235,LOT_01,Wafer_002,-3,5,BIN01,No_Defect,Photo_Track_A,498.0,41.0,10.06,50.0,49.49
2026-05-31 23:02:57.319,LOT_01,Wafer_002,-3,6,BIN01,No_Defect,Photo_Track_A,497.1,40.12,10.18,50.0,49.45
2026-05-31 23:02:57.444,LOT_01,Wafer_002,-3,7,BIN01,No_Defect,Photo_Track_A,497.1,40.55,9.78,50.0,48.93
2026-05-31 23:02:57.518,LOT_01,Wafer_002,-3,8,BIN01,No_Defect,Photo_Track_A,498.9,40.33,10.46,50.0,49.72
2026-05-31 23:02:57.613,LOT_01,Wafer_002,-3,9,BIN01,No_Defect,Photo_Track_A,499.6,39.58,10.19,50.0,50.09
2026-05-31 23:02:57.734,LOT_01,Wafer_002,-3,10,BIN01,No_Defect,Photo_Track_A,501.1,40.59,9.74,50.0,49.0
2026-05-31 23:02:57.839,LOT_01,Wafer_002,-3,11,BIN01,No_Defect,Etch_Chamber_A,500.1,39.24,10.49,50.0,50.19
2026-05-31 23:02:57.912,LOT_01,Wafer_002,-3,12,BIN01,No_Defect,Etch_Chamber_A,502.1,40.24,10.03,50.0,50.18
2026-05-31 23:02:58.023,LOT_01,Wafer_002,-3,13,BIN01,No_Defect,Etch_Chamber_A,501.7,38.98,10.22,50.0,49.23
2026-05-31 23:02:58.110,LOT_01,Wafer_002,-3,14,BIN01,No_Defect,Photo_Track_A,505.5,39.58,9.78,50.0,49.85
2026-05-31 23:02:58.219,LOT_01,Wafer_002,-3,15,BIN01,No_Defect,Photo_Track_A,496.7,40.25,9.91,50.0,50.26
2026-05-31 23:02:58.328,LOT_01,Wafer_002,-3,16,BIN01,No_Defect,Photo_Track_A,494.7,39.67,9.8,50.0,49.22
2026-05-31 23:02:58.442,LOT_01,Wafer_002,-3,17,BIN01,No_Defect,Etch_Chamber_A,501.0,39.96,10.15,50.0,50.85
2026-05-31 23:02:58.519,LOT_01,Wafer_002,-3,18,BIN01,No_Defect,Etch_Chamber_A,499.1,39.79,10.08,50.0,49.82
2026-05-31 23:02:58.623,LOT_01,Wafer_002,-3,19,BIN01,No_Defect,Photo_Track_A,501.4,40.77,9.91,50.0,50.08
2026-05-31 23:02:58.704,LOT_01,Wafer_002,-2,-19,BIN01,No_Defect,Etch_Chamber_A,500.3,40.97,10.02,50.0,49.42
2026-05-31 23:02:58.821,LOT_01,Wafer_002,-2,-18,BIN01,No_Defect,Photo_Track_A,501.2,40.99,9.87,50.0,50.19
2026-05-31 23:02:58.936,LOT_01,Wafer_002,-2,-17,BIN01,No_Defect,Photo_Track_A,500.3,39.62,9.86,50.0,49.36
2026-05-31 23:02:59.027,LOT_01,Wafer_002,-2,-16,BIN01,No_Defect,Etch_Chamber_A,498.9,39.65,9.8,50.0,50.17
2026-05-31 23:02:59.144,LOT_01,Wafer_002,-2,-15,BIN01,No_Defect,Etch_Chamber_A,502.2,39.17,10.37,50.0,50.29
2026-05-31 23:02:59.228,LOT_01,Wafer_002,-2,-14,BIN03,Particle,Etch_Chamber_A,519.0,56.78,13.74,50.0,51.26
2026-05-31 23:02:59.327,LOT_01,Wafer_002,-2,-13,BIN01,No_Defect,Photo_Track_A,499.1,39.77,9.78,50.0,49.76
2026-05-31 23:02:59.432,LOT_01,Wafer_002,-2,-12,BIN01,No_Defect,Etch_Chamber_A,500.8,39.67,9.77,50.0,50.88
2026-05-31 23:02:59.539,LOT_01,Wafer_002,-2,-11,BIN01,No_Defect,Etch_Chamber_A,501.1,39.61,10.39,50.0,50.31
2026-05-31 23:02:59.601,LOT_01,Wafer_002,-2,-10,BIN01,No_Defect,Etch_Chamber_A,499.5,39.6,9.84,50.0,50.18
2026-05-31 23:02:59.735,LOT_01,Wafer_002,-2,-9,BIN01,No_Defect,Etch_Chamber_A,498.1,40.02,10.0,50.0,50.05
2026-05-31 23:02:59.808,LOT_01,Wafer_002,-2,-8,BIN01,No_Defect,Photo_Track_A,500.5,39.76,10.14,50.0,49.51
2026-05-31 23:02:59.903,LOT_01,Wafer_002,-2,-7,BIN01,No_Defect,Photo_Track_A,500.8,39.71,10.19,50.0,50.93
2026-05-31 23:03:00.032,LOT_01,Wafer_002,-2,-6,BIN01,No_Defect,Etch_Chamber_A,501.6,40.7,10.06,50.0,49.15
2026-05-31 23:03:00.137,LOT_01,Wafer_002,-2,-5,BIN01,No_Defect,Etch_Chamber_A,502.8,39.8,10.06,50.0,50.85
2026-05-31 23:03:00.228,LOT_01,Wafer_002,-2,-4,BIN01,No_Defect,Photo_Track_A,498.6,38.77,9.6,50.0,49.75
2026-05-31 23:03:00.325,LOT_01,Wafer_002,-2,-3,BIN01,No_Defect,Photo_Track_A,499.4,39.72,9.9,50.0,49.73
2026-05-31 23:03:00.414,LOT_01,Wafer_002,-2,-2,BIN01,No_Defect,Etch_Chamber_A,498.5,40.58,10.34,50.0,48.8
2026-05-31 23:03:00.508,LOT_01,Wafer_002,-2,-1,BIN01,No_Defect,Photo_Track_A,498.6,39.37,9.8,50.0,50.22
2026-05-31 23:03:00.627,LOT_01,Wafer_002,-2,0,BIN01,No_Defect,Etch_Chamber_A,501.0,39.54,10.01,50.0,49.94
2026-05-31 23:03:00.737,LOT_01,Wafer_002,-2,1,BIN01,No_Defect,Etch_Chamber_A,497.4,38.68,9.83,50.0,50.27
2026-05-31 23:03:00.817,LOT_01,Wafer_002,-2,2,BIN01,No_Defect,Etch_Chamber_A,501.6,40.04,9.88,50.0,49.47
2026-05-31 23:03:00.912,LOT_01,Wafer_002,-2,3,BIN01,No_Defect,Photo_Track_A,496.8,40.36,9.92,50.0,49.88
2026-05-31 23:03:01.026,LOT_01,Wafer_002,-2,4,BIN01,No_Defect,Photo_Track_A,495.9,40.28,10.19,50.0,49.39
2026-05-31 23:03:01.103,LOT_01,Wafer_002,-2,5,BIN01,No_Defect,Etch_Chamber_A,498.2,39.58,9.97,50.0,49.98
2026-05-31 23:03:01.245,LOT_01,Wafer_002,-2,6,BIN01,No_Defect,Photo_Track_A,497.8,40.44,9.83,50.0,49.74
2026-05-31 23:03:01.331,LOT_01,Wafer_002,-2,7,BIN01,No_Defect,Etch_Chamber_A,500.2,40.87,10.08,50.0,49.85
2026-05-31 23:03:01.423,LOT_01,Wafer_002,-2,8,BIN01,No_Defect,Etch_Chamber_A,498.1,39.69,9.95,50.0,50.83
2026-05-31 23:03:01.525,LOT_01,Wafer_002,-2,9,BIN01,No_Defect,Photo_Track_A,500.4,39.77,10.17,50.0,49.17
2026-05-31 23:03:01.628,LOT_01,Wafer_002,-2,10,BIN01,No_Defect,Photo_Track_A,496.8,40.94,9.75,50.0,49.79
2026-05-31 23:03:01.748,LOT_01,Wafer_002,-2,11,BIN01,No_Defect,Photo_Track_A,500.2,40.77,9.72,50.0,49.93
2026-05-31 23:03:01.815,LOT_01,Wafer_002,-2,12,BIN01,No_Defect,Photo_Track_A,498.1,40.48,10.12,50.0,50.26
